Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
Restaurant 3837,Suburban,Mexican,3.4,64,35.45,1312,11792,13,545,94.64784747,9.7,9,Yes,50,31,525736.25
Restaurant 3838,Suburban,Italian,3.5,62,47.01,2994,29941,2,428,247.7419707,1.3,4.2,No,33,34,653045.5
Restaurant 3839,Suburban,Indian,4.1,70,34.56,3930,45302,6,405,120.3126888,6,7.1,No,56,31,554331.62
Restaurant 3840,Downtown,American,4,89,37.37,2638,32468,7,517,92.73868641,2.4,6.2,Yes,84,79,752384.38
Restaurant 3841,Rural,Japanese,3.4,50,74.46,1084,12816,4,445,284.9903489,3.9,2.8,No,44,0,829120.04
Restaurant 3842,Rural,French,3.1,38,63.24,1314,18868,9,487,155.6210702,2.7,7.1,No,12,12,545589.44
Restaurant 3843,Suburban,Italian,3.3,66,48.89,2805,32077,18,877,210.8749783,10,3.2,Yes,43,24,742097.04
Restaurant 3844,Rural,American,5,48,42.5,3914,40421,14,590,252.3033399,1.3,8.1,Yes,28,4,475892.05
Restaurant 3845,Rural,Mexican,3.9,33,27.03,3291,40816,6,750,221.5355793,5.9,8.8,No,22,20,218308.37
Restaurant 3846,Rural,Japanese,4.7,49,69.21,4576,46729,2,95,191.1650135,6.5,5.3,Yes,47,34,765588.97
Restaurant 3847,Suburban,French,4.7,59,59.15,3225,36285,4,658,142.9033648,7.9,1.5,Yes,17,11,782601.1
Restaurant 3848,Suburban,Italian,4,52,47.62,1676,25103,15,98,279.6307591,6.6,7.6,Yes,23,51,571885.59
Restaurant 3849,Rural,Mexican,4.4,48,34.64,2872,38049,3,169,83.38550197,3.1,5.2,No,47,45,381021.01
Restaurant 3850,Rural,French,3.4,38,62.47,3259,33244,4,707,270.9799302,6.4,1.9,Yes,4,12,536989.56
Restaurant 3851,Suburban,Indian,4.4,54,33.08,3414,35115,4,893,227.4622076,9.8,4,No,23,2,411593.83
Restaurant 3852,Downtown,American,3.5,83,37.66,3397,41494,15,810,192.8526691,8.6,3.6,Yes,32,75,718465.64
Restaurant 3853,Rural,Indian,4.7,36,30.2,4234,51601,11,123,131.1869404,5.1,7.5,No,9,33,265842.25
Restaurant 3854,Downtown,American,3.2,90,38.81,3652,43479,17,457,86.51103894,5.3,4.8,No,20,19,797074.64
Restaurant 3855,Rural,Mexican,4.5,35,30.79,4115,43837,15,544,160.7901389,2.2,6.3,Yes,17,3,265323.5
Restaurant 3856,Downtown,Indian,3.2,77,33.05,6294,64423,3,322,245.9398801,6.1,5.5,Yes,29,40,581708.75
Restaurant 3857,Downtown,American,4.8,71,42.71,8832,88718,10,156,236.3274313,3.5,7.5,Yes,32,42,700754.23
Restaurant 3858,Downtown,Japanese,3.6,83,69.53,3476,39771,4,913,211.3605507,2,7.5,No,51,48,1288508.83
Restaurant 3859,Suburban,Mexican,4.3,56,28.48,1045,17985,13,233,298.124918,5.3,5,Yes,12,6,370874.11
Restaurant 3860,Downtown,American,4,72,45.33,6447,65351,2,394,293.1586927,1.4,2.2,Yes,4,46,734555.99
Restaurant 3861,Downtown,Italian,3.7,89,47.89,6101,63253,6,869,150.0012186,2.1,4.7,No,63,56,962575.05
Restaurant 3862,Downtown,American,4.3,75,39.38,5646,61912,19,632,98.13358567,3,2.4,Yes,49,66,685873.8
Restaurant 3863,Rural,Indian,4.9,50,34.21,1155,13333,8,581,165.9595675,9.9,9.6,No,5,45,397621.15
Restaurant 3864,Downtown,Japanese,3.1,83,67.65,2905,34506,6,718,261.1441524,8.3,9.6,No,36,40,1257284.25
Restaurant 3865,Rural,French,4.8,41,57.39,4228,50652,14,388,164.6407719,5.9,5.1,No,11,12,545775.38
Restaurant 3866,Downtown,French,4.2,87,58.33,8110,86251,8,508,133.9954913,3.1,1.2,Yes,11,28,1141279.91
Restaurant 3867,Downtown,American,4.6,81,44.51,6973,75092,6,274,235.3078752,5.7,4.4,Yes,57,40,819692.46
Restaurant 3868,Suburban,French,3.8,56,63.44,1046,16130,12,739,212.534353,6.8,9.1,No,12,20,803861.74
Restaurant 3869,Rural,American,3.9,34,42.49,2908,30142,9,424,292.1744175,1,3.6,Yes,4,24,335587.36
Restaurant 3870,Downtown,Japanese,4.7,81,70.03,8422,85578,7,679,187.3149953,9.9,6.6,No,16,2,1277042.61
Restaurant 3871,Rural,French,3.8,38,60.59,3761,42992,13,960,291.8680478,6.6,2.7,No,20,29,534559.99
Restaurant 3872,Rural,Indian,4.1,40,32.94,3449,41627,16,720,122.7340778,9.9,8.4,Yes,3,38,323749.79
Restaurant 3873,Suburban,Indian,3,53,30.82,1696,17852,8,574,266.2060401,5.2,9,No,21,21,378706.78
Restaurant 3874,Suburban,Italian,3.3,63,48.64,3086,35203,14,105,137.7312876,6.6,6.5,Yes,6,1,698575.71
Restaurant 3875,Suburban,American,4.3,61,40.45,2370,25982,16,289,252.4189356,5.2,6.6,No,35,8,569443
Restaurant 3876,Suburban,French,4.4,67,55.63,3943,47897,6,324,281.4965461,1.1,4.4,Yes,17,57,838082.96
Restaurant 3877,Suburban,Indian,4.2,56,30.97,3550,42571,4,887,205.7977711,8.6,7.4,Yes,32,3,402127.58
Restaurant 3878,Suburban,Japanese,3.3,50,67.89,2196,23775,4,973,232.1372719,5,5.3,No,8,7,759992.6
Restaurant 3879,Suburban,Japanese,3.9,62,69.04,1952,26247,3,455,289.6599245,5.2,7.7,Yes,15,18,954303.79
Restaurant 3880,Suburban,Italian,3.7,65,49.33,1644,15167,10,717,143.7891157,4.2,9.7,No,60,13,727421.99
Restaurant 3881,Downtown,Japanese,4,74,66.3,5555,55185,6,641,177.8959314,4.9,8.4,Yes,37,0,1101934.65
Restaurant 3882,Rural,Japanese,4.7,48,67.48,1647,18185,18,163,274.5729802,7.5,5.7,No,45,40,743391.31
Restaurant 3883,Suburban,French,4.6,58,57.88,4129,41476,13,594,218.2039743,7.3,9.8,No,49,19,770132.9
Restaurant 3884,Suburban,American,3.2,58,35.74,2668,32405,11,163,268.3977762,8.3,6.5,No,35,18,480211.95
Restaurant 3885,Rural,Mexican,4.8,41,28.59,1199,15412,4,990,204.5636265,9.8,1.6,Yes,5,15,271530.51
Restaurant 3886,Downtown,Japanese,3.9,87,65.79,7064,76955,8,481,234.9330206,4.5,7.6,No,52,73,1291176.37
Restaurant 3887,Rural,Japanese,4.5,39,72.74,3758,40550,3,551,53.26560828,4.1,8.4,Yes,11,1,640161.72
Restaurant 3888,Rural,Mexican,3.3,46,29.25,2521,27224,12,420,134.9182825,5.4,2.2,No,21,0,317061.45
Restaurant 3889,Suburban,Japanese,4.3,68,68.59,1410,15795,13,624,242.6051843,2.4,7.1,No,36,7,1046294.4
Restaurant 3890,Rural,French,3.5,40,56.39,2362,25590,11,587,151.0019876,7.8,9.3,No,15,8,520819.87
Restaurant 3891,Rural,French,3.9,45,57.49,1473,23104,9,136,140.7116816,6.2,3.3,Yes,23,38,587457.54
Restaurant 3892,Suburban,Mexican,3,57,27.56,1503,19930,4,818,287.8880589,2.9,6.3,No,23,41,359282.32
Restaurant 3893,Suburban,Indian,3.3,64,40.84,1168,16542,11,495,188.137123,8.8,3.5,Yes,9,56,595787.14
Restaurant 3894,Suburban,Japanese,3.2,60,74.19,1809,24872,8,654,98.12302126,6.6,8,No,29,17,998834.44
Restaurant 3895,Suburban,Indian,3.5,56,30.17,2079,25271,18,249,168.0566722,1.3,6.2,Yes,12,14,397419.35
Restaurant 3896,Rural,Japanese,3.2,31,71.79,2191,26242,3,411,179.6678193,2.8,4.9,Yes,9,9,500945.13
Restaurant 3897,Rural,American,4.4,48,37.82,4156,42910,4,536,297.1829085,9,1.3,No,25,15,417678.14
Restaurant 3898,Downtown,Japanese,3.1,78,66.15,3153,32267,17,948,229.5548847,4.4,9.5,No,4,24,1164015.35
Restaurant 3899,Downtown,French,4.2,87,62.76,3984,45007,16,766,179.8505326,9.9,5.5,Yes,48,15,1233178.51
Restaurant 3900,Rural,Italian,3.3,42,46.45,977,14328,7,133,157.9976903,5.8,8.2,No,18,8,444902.7
Restaurant 3901,Downtown,Italian,4.9,70,49.88,8999,98085,2,668,278.8737388,2.9,4.5,No,51,47,794987.39
Restaurant 3902,Rural,Italian,4.9,48,51.95,2701,34816,5,296,211.4852691,6.3,8.6,Yes,16,12,566387.3
Restaurant 3903,Downtown,Italian,3.5,82,51.1,3235,34954,1,933,139.0216971,1.9,2.4,No,64,59,935555.3
Restaurant 3904,Suburban,Indian,4.2,63,40.75,2332,30011,13,566,166.1575905,8.3,3.1,Yes,51,60,591581.55
Restaurant 3905,Downtown,Indian,3.1,86,38.64,4080,42438,12,990,119.5311958,6.7,4,No,38,43,758447.5
Restaurant 3906,Suburban,Japanese,4.9,69,73.52,4263,45277,19,317,290.1071704,9.7,1.8,No,0,23,1146694.03
Restaurant 3907,Suburban,Indian,4,50,33.91,3523,35904,8,865,225.4862713,7.2,5,No,10,32,395648.42
Restaurant 3908,Suburban,Japanese,3.1,54,65.09,2472,31943,8,514,148.0745656,1.4,5.4,No,16,11,789244.92
Restaurant 3909,Suburban,American,3.7,69,43.08,2445,31466,12,63,95.80330062,5.3,2,Yes,21,9,673291.08
Restaurant 3910,Downtown,Japanese,3.2,83,76,5985,66115,4,870,94.25477122,5.8,4.8,No,77,30,1412907.25
Restaurant 3911,Rural,Italian,3.8,47,49.46,3541,37075,7,267,169.4355548,9.3,2.8,Yes,43,3,532116.19
Restaurant 3912,Suburban,Mexican,4.3,62,35.84,2644,34190,16,283,166.8917625,4.9,8.9,No,22,37,517891.58
Restaurant 3913,Downtown,Mexican,3.9,81,26.56,3975,45676,18,94,154.4471597,6.3,5.6,Yes,18,35,504939.82
Restaurant 3914,Suburban,French,3.8,64,58.26,3743,45393,6,209,262.9515072,2.7,9.6,No,26,9,839063.41
Restaurant 3915,Downtown,French,3.2,73,56.88,1974,26123,18,207,294.7957792,3.2,4.1,Yes,17,66,940392.75
Restaurant 3916,Downtown,Japanese,3.5,78,70.23,5679,63091,4,829,138.7057932,5.9,4.1,Yes,53,21,1227196.93
Restaurant 3917,Downtown,Mexican,3.2,72,33.77,3667,36016,9,149,123.6526585,7.3,4,No,16,37,556524.47
Restaurant 3918,Rural,Italian,4.6,40,48.75,1133,15614,13,132,242.5276955,4.9,3.4,No,25,37,449966.7
Restaurant 3919,Downtown,Indian,3.3,84,39.97,2301,28111,19,605,162.4482361,4.9,8.1,No,29,45,769812.95
Restaurant 3920,Downtown,Italian,4.2,85,50.99,1972,19812,12,202,104.3921482,3.3,3.5,No,79,66,976325
Restaurant 3921,Rural,Italian,3.7,36,50.12,3224,35253,16,731,95.2348156,7.3,3.6,No,16,28,426862.01
Restaurant 3922,Rural,Japanese,3.5,36,73.66,989,15218,5,70,120.1419396,1,1.4,No,9,4,590277.42
Restaurant 3923,Downtown,Japanese,4.3,78,66.12,8396,86883,2,299,50.33090717,5.6,9.7,Yes,29,2,1158697.71
Restaurant 3924,Rural,American,3.9,46,43.51,2114,28078,3,238,285.3574846,1,9,No,25,29,453720.18
Restaurant 3925,Suburban,Italian,3.8,62,47.67,2624,25399,13,371,157.5622191,6.3,3.6,No,6,46,673640.05
Restaurant 3926,Suburban,Italian,4.2,58,48.09,3740,38088,7,918,70.711793,1.3,5.7,Yes,4,39,632757.45
Restaurant 3927,Rural,Japanese,4,38,71.59,3393,38690,13,582,91.23928209,9.5,5.3,No,20,7,626292.91
Restaurant 3928,Rural,Japanese,3.6,49,74.92,1665,15540,16,843,130.8344524,5.3,1.8,No,7,43,832223.02
Restaurant 3929,Downtown,American,4.1,81,41.36,7464,78695,14,721,187.9234858,7.2,5.8,Yes,28,55,774190.67
Restaurant 3930,Rural,American,4.3,50,42.14,3064,32053,18,268,225.9290198,8.7,2,Yes,31,12,493329.67
Restaurant 3931,Downtown,French,3.1,88,63.54,1866,23700,13,66,126.9627972,3.1,4.9,Yes,63,53,1253029.52
Restaurant 3932,Suburban,Mexican,3.9,64,27.85,1003,14604,14,565,289.4041206,5.9,1.8,No,23,19,412730
Restaurant 3933,Rural,Italian,3.1,47,54.1,2079,25154,9,88,240.0779757,8.8,6.3,No,43,12,580929
Restaurant 3934,Downtown,Italian,3.4,77,49.6,5919,63925,8,832,256.4496925,5.8,1.4,Yes,66,5,865265.15
Restaurant 3935,Downtown,American,4.1,75,36.93,2280,27373,5,850,130.9114222,4.5,6.7,Yes,55,73,628390.94
Restaurant 3936,Suburban,American,4.7,55,38.85,3834,39606,7,750,145.2403015,4.3,7.4,Yes,52,52,494069.95
Restaurant 3937,Rural,French,4.8,32,57.71,1302,13299,16,191,184.5154461,4.5,6.1,No,0,25,430174.38
Restaurant 3938,Suburban,Mexican,3.1,52,27.52,2249,25482,10,395,162.9242404,6.5,5.2,No,3,5,334905.52
Restaurant 3939,Downtown,French,3.8,71,58.11,4541,49402,3,352,114.9729477,1.4,1.5,Yes,10,25,920021.84
Restaurant 3940,Downtown,Mexican,4.2,74,26.99,3516,41918,17,179,299.3177294,4.7,1.1,Yes,36,27,466728.21
Restaurant 3941,Rural,Indian,3.3,49,37.34,1672,22117,10,517,262.0893946,6,4.1,Yes,7,11,421065.51
Restaurant 3942,Downtown,Italian,4.5,81,51.38,4787,48469,11,395,109.4968361,8.1,7.9,No,57,52,946424.19
Restaurant 3943,Rural,French,4.5,35,62.13,2308,24815,10,883,273.0996362,5.8,6.8,No,1,3,499243.72
Restaurant 3944,Suburban,American,4.8,65,38.78,2118,29647,18,225,196.7214916,9.3,2.1,Yes,5,14,581579.47
Restaurant 3945,Rural,French,3,34,63.47,2878,27696,1,497,53.14051222,5,7.2,No,31,23,489820.8
Restaurant 3946,Rural,Indian,3.4,35,31.43,967,12814,4,243,136.5378452,6.9,6.2,No,18,12,254981.05
Restaurant 3947,Downtown,French,4.7,73,61.28,6102,65617,3,993,56.43318985,1.2,2.5,Yes,17,66,1004039.45
Restaurant 3948,Downtown,Italian,4.3,83,48.03,7718,82670,6,386,71.94263281,3.1,7.8,No,39,44,904960.3
Restaurant 3949,Rural,Indian,4.8,32,35.8,1252,21871,6,835,94.74432662,8.3,8.5,Yes,27,14,271395.75
Restaurant 3950,Downtown,American,3.1,86,38.56,4426,43667,17,228,171.0996609,6.3,3.1,No,39,25,759685.23
Restaurant 3951,Downtown,American,4.2,74,43.7,4581,47231,19,801,145.3221768,9.5,6.7,No,65,55,751381.25
Restaurant 3952,Downtown,Japanese,4.1,90,74.8,6627,72844,17,693,87.24904298,7.8,4.4,No,21,22,1515593.1
Restaurant 3953,Rural,Indian,3.1,50,38.17,2029,23364,17,130,148.6388563,5,1.5,Yes,36,38,445507.78
Restaurant 3954,Downtown,Japanese,4,75,66.93,5879,63904,17,210,126.0848728,8,8.8,No,32,20,1140639.31
Restaurant 3955,Rural,Japanese,4.2,49,68.02,1554,23634,3,456,152.5389847,5.2,8.4,No,19,13,746323.96
Restaurant 3956,Downtown,Italian,3.4,73,55.11,5254,51057,14,230,93.07772157,4,3.9,No,39,12,912698.03
Restaurant 3957,Suburban,French,3.5,62,59.81,1046,12223,2,318,202.4277596,1.4,5.8,No,56,31,825719.8
Restaurant 3958,Downtown,American,4.3,77,45.35,4777,52113,4,888,61.13280642,8.8,5.6,Yes,11,11,788481.9
Restaurant 3959,Downtown,American,3.9,80,39.32,3646,40027,18,619,146.969303,4.8,2.6,No,48,62,723619.95
Restaurant 3960,Rural,French,4.7,48,65.47,4164,45958,2,538,273.7214184,7.2,2.3,Yes,33,9,707340.28
Restaurant 3961,Rural,American,3.7,34,45.18,3525,42913,12,543,154.9175689,2.4,8.6,No,1,21,363423.39
Restaurant 3962,Downtown,French,3.5,74,62.27,6678,72078,15,240,160.2699841,8.5,8.8,Yes,27,46,1051444.23
Restaurant 3963,Suburban,Indian,5,52,30.1,4149,42777,13,370,67.0021636,8.4,7.5,No,18,24,374095.35
Restaurant 3964,Downtown,Italian,4.8,71,49.4,8131,88768,11,409,201.3410737,5.3,1.7,No,55,70,806248.5
Restaurant 3965,Downtown,Italian,3.1,72,55.02,3315,40809,7,603,284.1006999,7,9.2,No,51,34,895551.01
Restaurant 3966,Suburban,Italian,4.5,64,54.74,3981,47357,9,144,122.9025991,5.7,9.8,Yes,10,28,794693.31
Restaurant 3967,Rural,French,3.2,36,57.06,3167,38160,15,405,148.3129121,6,8,Yes,13,15,480927.22
Restaurant 3968,Downtown,French,3.1,72,59.39,4527,44416,3,650,197.0395255,9,4.2,Yes,53,71,963737.18
Restaurant 3969,Rural,Mexican,3.5,44,34.19,1053,14412,10,670,73.30279004,9.7,4.7,No,1,8,350602.65
Restaurant 3970,Rural,American,3.5,40,41.36,1124,15184,8,419,287.5708622,4.3,8.8,Yes,6,19,381180.8
Restaurant 3971,Suburban,American,4.6,65,44.32,4295,46353,6,794,166.8991684,4,3.5,No,8,18,652145.67
Restaurant 3972,Suburban,Mexican,4.4,62,34.09,2123,24385,14,345,78.7740761,3.7,2.3,Yes,32,15,486570
Restaurant 3973,Rural,Mexican,5,31,34.98,3654,41022,6,911,133.8068143,7.9,8.4,No,26,29,262907.22
Restaurant 3974,Downtown,Italian,4.4,89,46.29,4757,55767,19,151,143.4577296,7.5,2.7,Yes,67,28,940961.79
Restaurant 3975,Rural,Mexican,3.8,41,26.6,3079,31759,9,70,136.3443831,1.4,9.2,No,32,33,261216.85
Restaurant 3976,Downtown,French,4.4,90,55.91,4855,53369,9,132,223.3059124,1.8,6.4,Yes,62,33,1130612.5
Restaurant 3977,Downtown,Japanese,5,76,75.29,8652,87082,16,722,136.3801823,6.8,6,No,7,3,1295055.76
Restaurant 3978,Suburban,French,4.4,50,60.23,3260,38460,13,416,130.9634916,3.5,8,No,39,33,690250.06
Restaurant 3979,Downtown,Mexican,4.5,83,25.71,8474,90178,13,759,130.5221309,1.8,1.1,No,8,29,501469.84
Restaurant 3980,Downtown,American,4.9,79,38.54,5649,60390,12,603,244.462129,4.7,7.4,No,11,58,700188.8
Restaurant 3981,Rural,French,3.2,32,58.87,1482,21231,2,598,127.0953804,8.9,6.4,Yes,25,31,429988.23
Restaurant 3982,Suburban,American,4.4,60,43.91,3149,35527,4,761,53.49952321,4.3,5.7,No,48,37,597731.6
Restaurant 3983,Downtown,French,4.7,89,63.09,6822,71880,7,434,141.3837843,7.3,3,No,43,29,1261074.67
Restaurant 3984,Downtown,American,4.9,90,42.58,3507,44485,19,382,119.5592949,9.1,8.5,Yes,10,42,877514.71
Restaurant 3985,Suburban,Indian,3.4,64,30.24,1877,20711,3,715,277.2543126,2.5,3.3,No,15,31,436415.93
Restaurant 3986,Rural,French,4,35,65.02,1894,21097,11,930,169.4765439,6.5,5.4,Yes,1,33,523294.83
Restaurant 3987,Suburban,American,4.4,67,37.37,912,14381,19,88,108.6438335,9.2,2.4,No,37,5,576962.6
Restaurant 3988,Suburban,Japanese,3.5,62,71.92,919,14238,14,96,295.3958361,2.7,9.8,Yes,42,50,1005678.8
Restaurant 3989,Downtown,Italian,4.2,84,45.68,5305,59371,17,361,111.6860576,9.9,2.8,No,66,2,878433.57
Restaurant 3990,Downtown,French,3.5,72,55.9,3281,38146,5,159,240.7560363,4.3,8.2,Yes,58,39,905250.3
Restaurant 3991,Rural,Japanese,3.7,44,65.11,3118,37186,14,235,212.3876548,3,3.4,Yes,35,13,654731.54
Restaurant 3992,Downtown,Italian,3.9,70,51.23,5868,64757,7,973,165.5570232,8.5,3.3,Yes,6,37,814444.64
Restaurant 3993,Downtown,French,4.1,79,61.92,3049,30904,12,234,151.4587756,5.2,4.8,No,25,16,1097403.34
Restaurant 3994,Suburban,Japanese,3.9,67,65.56,2287,24196,17,376,268.0956198,7,8.6,No,30,50,997398.98
Restaurant 3995,Downtown,Japanese,4,77,68.2,5199,51929,18,777,168.7705972,5.4,7.2,No,23,26,1189647.35
Restaurant 3996,Rural,Indian,3.6,41,39.37,3331,40339,1,159,143.8392848,6.8,8.8,Yes,0,36,371052
Restaurant 3997,Suburban,Japanese,3.3,54,66.11,975,16885,11,249,138.5625512,1.3,1.4,No,25,25,800277.11
Restaurant 3998,Rural,Indian,3.1,30,32.38,2337,29846,4,222,118.9670012,4.2,9.6,Yes,25,13,230308.84
Restaurant 3999,Suburban,Mexican,3.4,57,29.67,2709,27320,12,370,152.2414879,6.9,1.7,Yes,26,35,394649.98
Restaurant 4000,Downtown,American,4.2,74,44.27,8171,88797,5,565,79.97949693,4.2,7.5,No,68,20,750011.73
Restaurant 4001,Suburban,Italian,4.6,66,47.8,1677,18155,15,110,66.28075818,8,2.9,No,37,64,719822.25
Restaurant 4002,Suburban,American,3.3,64,45.97,805,15990,3,220,185.3668825,9.6,8.6,Yes,46,61,663781.31
Restaurant 4003,Downtown,American,3.2,73,38.91,2825,34479,15,922,163.5653822,1.3,8.8,No,20,41,652283.13
Restaurant 4004,Downtown,Indian,4.5,82,34.25,6584,72830,8,196,93.34806998,8.7,6,No,78,62,649116
Restaurant 4005,Rural,American,3.6,46,36.34,1428,17457,11,391,76.6998023,2.5,4.6,No,11,10,385199.15
Restaurant 4006,Rural,Japanese,4.9,42,72.48,1649,17771,12,917,85.81680877,9.3,8.1,No,10,16,694451.57
Restaurant 4007,Downtown,Indian,4.4,71,32.68,5122,50981,3,178,128.8111248,9.5,8.9,No,24,61,533707.17
Restaurant 4008,Downtown,American,3.7,73,41.92,6743,67189,6,708,162.8711669,6.1,7.6,Yes,67,66,703490.35
Restaurant 4009,Downtown,Indian,3.6,71,32.45,5620,63507,8,100,98.33752733,5.3,9.2,No,42,28,533891.9
Restaurant 4010,Suburban,Mexican,4,61,29.27,2375,28615,7,625,238.906246,7.8,6.6,Yes,50,18,413451.54
Restaurant 4011,Suburban,Indian,3.2,68,39.42,2626,32981,17,624,98.33109478,9.3,7,Yes,23,4,620093.03
Restaurant 4012,Suburban,French,3.2,67,63.13,2602,30632,16,334,81.03161249,3.1,6.1,Yes,8,65,957617.58
Restaurant 4013,Downtown,Japanese,3.4,79,66.7,2556,27101,17,964,298.6387173,4.4,5.4,No,21,8,1184928.05
Restaurant 4014,Rural,Italian,4.5,34,51.68,3712,42258,13,604,161.9278908,4.8,6.9,No,26,24,415132.18
Restaurant 4015,Downtown,French,4,80,61.92,6853,71269,4,631,92.50175429,8.6,6.1,No,60,74,1119590.63
Restaurant 4016,Suburban,French,3,50,56,2861,26902,10,305,273.639237,2.2,7.6,No,23,11,636250.6
Restaurant 4017,Suburban,French,4.3,52,60.12,1723,22560,16,856,107.7729061,6.6,9.4,No,0,0,714071.06
Restaurant 4018,Downtown,American,3.8,86,37.87,3254,36745,19,72,281.3949888,4.2,4.4,Yes,64,80,748859.11
Restaurant 4019,Downtown,Indian,4,84,35.14,5539,54749,7,818,79.74021341,9,4.7,Yes,13,15,673951.31
Restaurant 4020,Suburban,Indian,3.4,63,38.55,1185,11859,18,110,260.453674,4.1,1.1,Yes,47,54,558958.35
Restaurant 4021,Suburban,American,4.1,64,36.74,1749,17950,13,256,96.06677716,9.8,5.7,Yes,41,45,542890.48
Restaurant 4022,Suburban,Japanese,5,65,66.36,4034,40963,4,842,284.5844121,1.1,2.2,No,19,37,963783.91
Restaurant 4023,Downtown,American,3.1,73,37.96,5594,55605,18,181,193.5609107,3.2,7.4,Yes,44,42,644964.33
Restaurant 4024,Suburban,American,3.6,68,45.48,1529,15810,16,926,97.47842394,5.1,8,No,38,7,706820.76
Restaurant 4025,Suburban,American,3.5,57,43.23,1914,19151,18,925,261.2050136,3.3,7.5,Yes,19,52,571787.97
Restaurant 4026,Rural,Japanese,3.5,35,65.21,1564,21686,16,50,147.643998,7.6,5.9,No,16,23,528658.14
Restaurant 4027,Downtown,Japanese,3.8,85,69.41,6746,72747,9,601,233.2033553,8.3,5.8,Yes,29,69,1329877.68
Restaurant 4028,Rural,Mexican,4.6,32,27.83,4116,45473,2,326,210.8601804,7.3,6.8,No,12,13,213878.04
Restaurant 4029,Rural,Mexican,4.8,37,32.02,2746,33179,6,808,228.5736306,9.7,6,Yes,21,8,281630.59
Restaurant 4030,Suburban,Mexican,3.4,54,30.05,2870,35029,6,988,135.9287236,5.1,7.8,No,37,2,377025.7
Restaurant 4031,Downtown,Mexican,4.1,74,35.61,2193,29796,6,187,284.7063718,9.8,9.1,No,72,22,601046.3
Restaurant 4032,Suburban,Indian,4.3,61,32.41,2079,22091,14,371,189.9532866,2.1,5.8,Yes,27,30,457727.61
Restaurant 4033,Downtown,French,4,70,61.47,3762,37016,11,578,69.3901525,8.6,2,Yes,22,33,970665.75
Restaurant 4034,Rural,French,3.9,36,62.7,2578,30355,17,685,66.68350184,1.3,2.2,Yes,22,34,523342.75
Restaurant 4035,Downtown,Mexican,3.4,80,34.08,2222,25117,4,958,234.557407,5.8,4.4,No,31,47,615344.69
Restaurant 4036,Suburban,Mexican,4,59,29.48,1601,16521,4,652,262.493609,5.4,5.5,No,16,16,395835.99
Restaurant 4037,Suburban,Italian,3.8,52,52.56,3208,33572,19,295,223.8199088,8.7,3,No,39,20,633584.92
Restaurant 4038,Suburban,French,4.6,57,58.34,1493,16562,16,545,119.3743279,7.3,5.1,Yes,37,51,759749.74
Restaurant 4039,Downtown,Italian,4.5,70,49.79,5575,62238,8,525,106.4759904,5,2.2,No,61,66,793728.43
Restaurant 4040,Rural,Italian,3.3,37,54.85,1403,18202,19,162,191.3591474,9.1,3.2,No,27,34,476284
Restaurant 4041,Rural,American,3.2,49,45.45,3068,38426,1,175,99.19487451,9,7.6,No,20,33,506306.1
Restaurant 4042,Downtown,Indian,4.8,80,37.91,5835,62884,4,315,144.7749391,1.2,9.9,Yes,53,13,688761.96
Restaurant 4043,Suburban,Japanese,4.1,56,69.12,2508,31819,12,290,207.1728078,8.8,2.7,Yes,44,15,875448.71
Restaurant 4044,Rural,French,4.7,45,64.02,2741,36594,19,997,121.2278341,5.7,4.1,Yes,40,3,665505.16
Restaurant 4045,Suburban,Mexican,3.1,56,25.28,1394,16292,2,187,143.8597304,8.6,4.2,Yes,51,8,323205.04
Restaurant 4046,Downtown,Mexican,4.1,82,26.13,4944,53249,6,295,140.1294737,2.6,3,No,54,37,491088.82
Restaurant 4047,Suburban,Japanese,4.1,59,72.28,3165,32658,3,287,165.1308787,2.4,2.8,Yes,29,14,949592.32
Restaurant 4048,Rural,French,4.7,46,58.2,4242,47197,3,352,218.589956,7.5,2.2,Yes,44,0,606144.45
Restaurant 4049,Rural,Mexican,3.2,32,35.47,2700,26475,1,570,245.5872922,3.5,9.2,Yes,18,9,263395.2
Restaurant 4050,Suburban,Mexican,3.5,56,29.8,825,6808,9,95,216.2706199,6,6.8,Yes,45,51,385495.9
Restaurant 4051,Downtown,American,3.8,80,39.72,6972,72443,7,422,56.54195762,7.2,3.6,No,49,10,725562.03
Restaurant 4052,Suburban,Italian,4.7,62,52.46,3007,30386,9,920,274.2099238,6.5,3.3,No,50,30,738268.48
Restaurant 4053,Downtown,Mexican,4.9,74,33.44,6791,71481,1,173,195.2971964,7.3,6.3,Yes,69,35,567312.95
Restaurant 4054,Suburban,Indian,5,68,35.23,1581,21593,8,117,280.0616235,6.6,7.3,Yes,18,56,545887.33
Restaurant 4055,Rural,French,4.9,44,57.35,2328,24891,18,926,290.9680729,4.4,3.3,No,3,37,583357.15
Restaurant 4056,Downtown,Indian,3,70,38.51,5225,51592,3,487,166.9616956,1.8,4.1,No,48,67,612128.05
Restaurant 4057,Downtown,Japanese,3.1,74,68.52,6101,63862,17,551,279.0914006,8.7,3.6,No,22,36,1151005.88
Restaurant 4058,Downtown,American,3.3,82,36.93,4974,52972,7,373,141.3464098,8.6,1.8,Yes,4,17,687020.07
